Название,Рейтинг
Batman: Arkham Knight - GCPD Lockdown,3.8
Nevermind (2015),3.2
Nevermind (1989),3.5
Far Cry Primal,3.3
Batman: Arkham Knight - Catwoman's Revenge,3.7
Slow Down,4.0
The Sims 4: Get Together,3.7
Dragon Quest Heroes II,4.0
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,4.3
Dragon Quest Heroes: Rocket Slime,3.9
Call of Duty Online,1.7
Asteroids: Outpost,5.0
Football Manager 2016,3.9
Minecraft: Story Mode - A Telltale Games Series,3.4
Valkyria Chronicles 3,4.2
Valkyria Chronicles 2,4.0
Valkyria Chronicles,4.2
Kayos,3.8
Karma,5.0
Kano,3.8
Dying Light: The Following,4.1
This War of Mine: The Little Ones,4.1
Romero's Aftermath,2.3
Golden Rush,2.7
Cities: Skylines - After Dark,4.2
The Escapists: The Walking Dead,2.6
Braveland Pirate,3.9
Worlds Adrift,5.0
P.a.m.e.l.a.,4.4
Dragon Age: Inquisition - Trespasser,3.9
STASIS,4.0
Gravity Rush 2,4.2
Hearthstone: The Grand Tournament,3.4
Umbrella Corps,1.5
Monsters Ate My Metropolis,3.8
Mazecraft,5.0
Bloodborne: The Old Hunters,4.6
Fran Bow,4.3
Loot &amp; Legends,4.0
Happy Wheels,3.7
Hardware: Rivals,3.0
Garry's Mod,4.2
Battlestation: Harbinger,0.0
Swap Heroes 2,4.0
Swap Cops,0.0
Heroes of Scene,0.0
Unkilled,3.8
The Binding of Isaac: Afterbirth,4.3
Dead Realm,4.2
Her Story,3.7
Resident Evil 2 Remake,4.5
Glow Monsters,0.0
Potion Pop,0.0
Skyshine's Bedlam,3.3
NBA Live 16,3.5
NBA 2K16,4.2
Rugby League Live 3,5.0
Super Mario Maker,4.3
Pac-Man 256,4.3
Battle Orbs,3.9
World of Warcraft: Legion,4.2
ZOMBI,3.2
Seven: The Days Long Gone,3.3
La-Mulana EX,5.0
Xeodrifter,3.3
The Park,2.9
LawBreakers,3.9
Divinity: Original Sin 2,4.6
Royal Bounty,3.6
Princess Kaguya: Legend of the Moon Warrior,1.0
Half-Line Miami,3.1
Spider: Rite of the Shrouded Moon,4.2
Zombie's Got a Pogo,0.0
Sling Kong,0.0
Mechanosaur Hijacks the Moon,0.0
Battlefield 4: Night Operations,3.8
Hob,4.0
Sheltered,3.6
Battlefield Hardline: Robbery,0.0
WWE 2K16,3.8
The Surge,3.5
Run The Joint,3.1
Zombie Vikings,3.4
ICY,4.6
Blues and Bullets,3.8
The Crew: Wild Run,3.3
The Technomancer,3.2
Dragon Age: Inquisition - The Descent,3.6
Worms W.M.D,4.1
Halo Wars 2,4.1
Sorcerer King,2.3
Slugterra: Dark Waters,4.3
Nono Islands,0.0
Rocket League: Supersonic Fury,3.7
Sparkle 3 Genesis,3.0
CivCrafter,0.0
Adventure Time Puzzle Quest,3.3
Guardians of Ancora,0.0
Way of the Samurai 4,3.6
Way of the Samurai 3,3.6
Mafia III,2.8
Rumble City,2.3
Beast Bound,0.0
Submerged,3.0
Ascent: The Space Game,0.0
Tree of Savior,4.1
Neverwinter: Strongholds,4.3
Angry Birds 2,3.1
Traverser,4.1
Vapour: Borders of Purgatory,1.7
In Verbis Virtus,3.9
Top Gear: Caravan Crush,2.8
Miika,0.0
Siegefall,4.0
Hearthstone: Curse of Naxxramas,4.2
Hearthstone: Goblins vs. Gnomes,3.9
Hearthstone: Blackrock Mountain,3.8
Magic Duels: Origins,3.3
Cosmonautica,3.8
Batman: Arkham Knight - Batgirl: A Matter of Family,4.0
Light of Darkness,3.0
CivMiner,2.0
Tony Hawk's Pro Skater 5,2.9
Five Nights at Freddy's 4,3.1
Dispatcher,3.4
Transformers: Devastation,3.5
Pro Evolution Soccer 2016,3.5
Madden NFL 16,3.0
FlatOut 4: Total Insanity,2.4
RESCUE 2: Everyday Heroes,4.0
Gnome Go Home,0.0
RONIN,3.7
Rayman Adventures,4.1
Cossacks 3,3.6
London Heist,1.0
Digimon Story: Cyber Sleuth,4.4
How To Survive: Third Person Standalone,2.9
Quadrant,2.0
Yoshi's Woolly World,4.3
Vector Thrust,0.0
Act Of Aggression,3.3
Riff the Robot,2.8
Team Fortress 2,4.2
The Swindle,3.6
Niko: Through The Dream,3.5
Interstellaria,4.5
Rory McIlroy PGA Tour,0.0
Anna's Quest,3.9
The Witcher 3: Wild Hunt - Hearts of Stone,4.7
The Witcher 3: Wild Hunt - Blood and Wine,4.8
Sid Meier's Civilization: Beyond Earth - Rising Tide,3.9
Let's Go Rocket,0.0
Sonic Runners,1.8
Star Wars: Heroes Path,0.5
Angry Birds Fight!,3.4
Dreamfall Chapters Book Three: Realms,4.1
Rising Storm 2: Vietnam,4.0
Planet Coaster,3.8
Pillars of Eternity: The White March,4.3
Mario &amp; Luigi: Paper Jam,3.6
Shenmue III,2.2
South Park: The Fractured but Whole,3.9
Metroid Prime: Federation Force,2.9
Death's Gambit,3.7
ION,0.0
The Legend of Zelda: Tri Force Heroes,3.8
Animal Crossing: Amiibo Festival,5.0
Animal Crossing: Happy Home Designer,5.0
Card Dungeon,4.5
The Masterplan,4.1
Blades of Brim,4.3
Unravel,3.9
Anno 2205,4.0
Xenoblade Chronicles X,4.1
Lara Croft GO,4.0
Final Fantasy VII Remake Intergrade,4.3
NHL 16,4.0
Trials Fusion: Awesome Level Max,3.3
Star Wars: The Old Republic - Knights of the Fallen Empire,4.1
Just Dance 2016,3.6
Trackmania: Turbo,3.3
Destiny: The Taken King,3.9
Rare Replay,3.5
Horizon: Zero Dawn,4.0
Sea of Thieves,3.7
For Honor,3.5
Tom Clancy's Ghost Recon: Wildlands,3.4
Hitman,4.1
Gears of War 4,3.8
Plants vs. Zombies: Garden Warfare 2,3.6
Dark Souls III,4.4
Mass Effect: Andromeda,3.0
ReCore: Definitive Edition,3.1
Fallout Shelter,3.4
Edge of Nowhere,3.7
The Elder Scrolls: Legends,3.5
Ratchet &amp; Clank (2016),4.1
Candy Crush Saga,3.5
Shadow Warrior 2,3.6
LEGO Marvel's Avengers,3.7
Thimbleweed Park,4.0
You Must Build A Boat,2.5
Hyper Square,0.0
LEGO Ninjago Tournament,3.2
LEGO Ninjago: Shadow of Ronin,3.2
LEGO Ninjago: Nindroids,3.2
Dead Among Us,0.0
Terminator Genisys: Revolution,1.6
BIOS,0.0
Figureheads,0.0
Master of Orion: Conquer the Stars,3.5
Crossout,3.2
Serpent in the Staglands,4.1
Hitman: Sniper,3.3
The Bard's Tale IV: Director's Cut,3.4
Star Wars: Uprising,2.6
LEGO Worlds,3.3
Subject 13,3.6
Kung Fury: Street Rage,3.5
Invasion: Online War Game,3.3
Viking Remix Madness,0.0
Oddwings Escape,0.0
XCOM 2,4.2
Shadowrun: Hong Kong,4.3
Niffelheim,2.8
Moonrise,0.0
FIFA 16,3.6
Lara Croft: Relic Run,3.9
Pro Cycling Manager Season 2015,0.0
Brickies,0.0
Nitro Nation Online,0.0
Knights of Pen &amp; Paper 2,3.8
Ice Age Adventures,2.0
Perception,2.6
Drive Ahead!,3.8
Uncanny Valley,3.5
Environmental Station Alpha,4.7
Dustbowl - A Wasteland Adventure,0.0
Dark Echo,3.9
The Incredible Adventures of Van Helsing III,3.5
Tropico 5: Inquisition,4.0
Tropico 5: Gone Green,3.8
Kursk,1.7
"Guns, Gore &amp; Cannoli",4.0
Need for Speed,3.5
The Evil Within: The Executioner,3.6
Destiny: House of Wolves,3.0
Galaxy Zero,4.5
The Legend of Zelda,4.2
Albion Online,3.0
Project CARS: Lykan Hypersport,4.0
The Perils of Man,3.3
Cooped Up,4.3
Broken Age,3.8
Bears vs. Art,0.0
Marvel: Future Fight,3.8
Rage of the Seven Seas,3.6
Jurassic World,5.0
Snake Rewind,4.0
Battlefleet Gothic: Armada,3.9
King's Quest,4.2
ARK: Survival Evolved,3.4
GoatZ,3.5
Dishonored 2,4.3
Fallout 4,3.6
Xenoblade Chronicles 3D,4.4
Yooka-Laylee,3.4
"Slow Down, Bull",0.0
Car Mechanic Simulator 2015,3.8
AuroraRL,3.5
Crowfall,4.0
Splatoon,4.3
Trainz: A New Era,0.0
Sorcery! 3,0.0
Does not Commute,3.7
Lost Within,3.5
Forgotten Memories: Alternate Realities,3.2
MotoGP 15,5.0
Giana Sisters: Dream Runners,3.0
ToeJam &amp; Earl: Back in the Groove,3.7
DomiNations,0.0
"Warhammer 40,000: Regicide",3.6
Guitar Hero Live,4.2
Total War: Warhammer,4.0
DiRT Rally,4.1
Game of War: Fire Age,1.0
Lost Ark,3.3
Salt and Sanctuary,3.9
Rebel Galaxy,3.6
F1 2015,3.3
Solarix,2.4
Solarix (2009),0.0
Overlord: Fellowship of Evil,1.3
Hero Generations,3.6
Titan Souls,3.8
"Please, Don't Touch Anything",4.1
Armikrog,3.1
Ghost in the Shell: Stand Alone Complex (2005),3.6
Little Devil Inside,0
Star Ocean: Integrity and Faithlessness,3.6
Samorost 3,4.2
World War Toons,0.0
Rogue Star,2.5
Implosion: Never Lose Hope,4.0
Mortal Kombat X (Mobile),2.9
War for the Overworld,4.0
Albedo: Eyes from Outer Space,3.1
LEGO Dimensions,3.9
StarDrive 2,2.5
Project X Zone 2,4.0
Ironcast,3.4
Call of Duty: Black Ops III,2.5
Final Fantasy Record Keeper,3.8
Deus Ex: Mankind Divided,4.2
In Exilium,0.0
Age of Wonders III: Eternal Lords,4.0
Driver Speedboat Paradise,2.7
Dragon Age: Inquisition - Jaws of Hakkon,3.7
Rack N Ruin,4.3
theHunter: Primal,3.8
Dungeon Hunter 5,4.0
State of Decay: Year-One Survival Edition,3.8
The Evil Within: The Consequence,4.0
Sunset Overdrive: Dawn of the Rise of the Fallen Machines,3.8
Dead Synchronicity: Tomorrow comes Today,3.6
FIRE: Ungh’s Quest,3.4
MonsterBag,2.7
Stormblades,0.0
The Trace,0.0
Stunt Rush,1.5
Fast &amp; Furious: Legacy,2.3
Sébastian Loeb Rally Evo,3.5
Overkill 3,2.3
Trapped Dead: Lockdown,0.0
Halo Online,3.1
Strike Vector EX,4.0
Hektor,3.3
Borderlands: The Pre-Sequel — Claptastic Voyage,4.0
TEMBO THE BADASS ELEPHANT,3.0
LA Cops,3.3
Redout,5.0
"Warhammer 40,000: Deathwatch: Tyranid Invasion",2.7
Angry Birds Stella: Pop,2.2
Blood &amp; Glory: Immortals,3.0
Tokyo Twilight Ghost Hunters,1.5
Lost Dimension,3.3
Tormentum: Dark Sorrow,4.1
Persona 5,4.5
Dictator: Revolt,3.2
RollerCoaster Tycoon World,4.0
Alto's Adventure,4.0
Sniper: Ghost Warrior 3,3.1
Transformers: Battle Tactics,2.8
Wolfenstein: The Old Blood,4.0
Aces of The Luftwaffe,3.0
Marvel Mighty Heroes,2.5
Rain of Reflections: Chapter 1,4.0
Dying Light: The Bozak Horde,3.2
Dying Light: Cuisine &amp; Cargo,3.8
WRC 5,3.3
Stealth Inc. 2: A Game of Clones,3.5
Trine 3: The Artifacts of Power,3.5
Grapple,5.0
Amplitude,4.5
Europa Universalis IV: El Dorado,4.1
Tempo,0.0
Radiation Island,3.9
Age of Sparta,2.2
Dragon Quest V: Hand of the Heavenly Bride,4.5
Republique,3.9
Republique: Episode 3 — Ones &amp; Zeroes,4.2
Far Cry 4: Valley of the Yetis,2.9
We Happy Few,3.3
Code Name: S.T.E.A.M.,3.0
OlliOlli2: Welcome to Olliwood,3.4
Helldivers,4.0
Active Soccer 2,2.5
King of Thieves,3.5
Payday 2: The Bomb Heists,3.3
Dungeons 2,3.9
Pixel Puzzles 2: Birds,0.0
Disgaea 5: Alliance of Vengeance,4.0
Lords of the Fallen: Ancient Labyrinth,3.7
Hero of the Kingdom II,3.7
Paparazzi (2006),3.0
Paparazzi,0.0
Omega Quintet,4.0
Middle-earth: Shadow of Mordor - Bright Lord,3.6
The Deer God,3.5
Magnetic: Cage Closed,3.9
Zombie Army Trilogy,3.5
Killer Instinct: Season 2,4.4
Tower of Guns,3.0
Not A Hero,3.6
Besiege,4.1
Midnight Star,0.0
Victor Vran,3.7
Super Stardust Ultra,0.0
Sword Coast Legends,3.3
Cubicity,3.0
The Legend of Candlewind: Nights &amp; Candles,0.0
Decay: The Mare,3.1
A Druid's Duel,0.0
The Evil Within: The Assignment,4.0
bit Dungeon II,3.5
bit Dungeon,3.0
Satellina,4.5
Infinity Wars - Animated Trading Card Game,3.5
Survivalist,3.4
Gunbrick,3.4
Wheel &amp; Deal,2.8
Medieval Engineers,3.3
White Night,3.0
The Legend of Zelda: Majora's Mask 3D,4.5
SpongeBob HeroPants,2.8
Story of Seasons,3.0
Morningstar: Descent to Deadrock,3.4
Kholat,3.4
LEGO Jurassic World,3.8
The Sims 4: Get To Work,3.4
Warhammer: The End Times - Vermintide,3.8
Kick &amp; Fennick,3.0
Clash of Clans,2.7
The Weaponographist,0.0
The Way,4.1
Dengeki Bunko: Fighting Climax,4.0
Dragon's Dogma Online,0.0
Evolve: Hunters Quest,2.0
Tulpa,2.5
The Awakened Fate: Ultimatum,3.8
RimWorld,4.5
Guild Wars 2: Heart of Thorns,4.4
Stranded Deep,3.4
Space Marshals,4.0
Five Nights at Freddy's 3,3.0
Soul Axiom,3.7
Ronin (Mobile),0.0
Under Night In-Birth Exe:Late,3.5
Funk of Titans,3.0
Hyperdimension Neptunia Re;Birth 2: Sisters Generation,3.6
Forza Motorsport 6,4.3
Homeworld Remastered Collection,4.4
Boid,2.3
Dynasty Warriors 8: Empires,4.0
Earthcore: Shattered Elements,0.0
WRC: The Official Game,2.8
Seasons after Fall,3.9
Supreme League of Patriots,0.0
Atelier Ayesha: The Alchemist of Dusk,4.8
Grow Home,3.7
Operation Abyss: New Tokyo Legacy,3.9
Pix the Cat,2.1
Splice,2.6
MotorSport Revolution,3.0
Shiftlings,4.5
Sid Meier's Starships,2.5
Edge of Eternity,3.3
Drop Wizard,3.8
Shadowmatic,3.8
Tap Titans,3.0
Rocket Cars,0.0
Hattori,0.0
Crossy Road,2.8
WWE Immortals,2.7
Vampyr,3.5
Captain Toad: Treasure Tracker,4.1
Far Cry 4: Escape from Durgesh Prison,2.1
Need for Speed: No Limits,2.3
Noct,4.3
SimplePlanes,3.8
Wings of Vi,4.5
Assassin's Creed: Unity - Dead Kings,3.4
Ultimate General: Gettysburg,5.0
Sunset Overdrive: Mooil Rig,3.6
Pillar,0.0
Resogun: Defenders,3.8
Switch Galaxy Ultra,0.0
Switch Galaxy,3.5
Grey Goo,3.7
Criminal Girls: Invite Only,3.0
#IDARB,1.8
Metrocide,3.0
Hyperdimension Neptunia U: Action Unleashed,3.9
Space Pirates and Zombies 2,2.8
Dustoff Vietnam,4.0
Dragon Ball: Xenoverse,3.9
J-Stars Victory VS+,2.9
J-Stars Victory Vs.,0.0
Naruto Shippuden: Ultimate Ninja Storm 4,4.1
Etrian Mystery Dungeon,3.8
One Piece: Pirate Warriors 3,3.8
Galcon 2: Galactic Conquest,3.5
Toy Drift Racing,0.0
Total Domination: Reborn,5.0
Air Control 2,0.0
Marvel Heroes 2015,3.5
Accidental Runner,3.0
Shadow Side,3.0
Hyperdevotion Noire: Goddess Black Heart,3.5
Karmaflow: The Rock Opera Videogame,3.7
Disorder,0.0
BattleLore: Command,3.5
COG: Clash of Galaxy,0.0
Don't Starve Together,4.0
LISA: The Painful,4.4
Elegy for a Dead World,3.0
Fork Parker's Holiday Profit Hike,2.8
POP: Methodology Experiment One,3.0
"About Love, Hate &amp; the Other Ones",3.8
NEO Scavenger,4.0
Brothers in Arms 3: Sons of War,2.5
Racing Rivals,3.6
Logistics Company,3.0
Magicite,4.3
Construction Simulator 2015,3.7
Империя: Битва героев,1.8
SimCity BuildIt,3.9
Stick Hero,3.1
Destiny: The Dark Below,1.9
ANNO: Build an Empire,4.0
Mount &amp; Blade: Warband - Viking Conquest,4.0
Knights of Pen &amp; Paper: Haunted Fall,3.5
Europa Universalis IV: Art of War,4.1
Gladiators Online: Death Before Dishonor,3.0
Cities XXL,3.0
Crossing Souls,3.8
Ancestory,3.0
Capsule Force,2.5
Agent Awesome,2.5
Hollow Knight,4.5
Metal Gear Online,3.1
Cities: Skylines,4.3
Last Inua,2.3
Tropico 5: Waterborne,2.3
Grand Ages: Medieval,3.3
Krinkle Krusher,0.0
X Rebirth: The Teladi Outpost,3.5
Final Fantasy XV,4.0
Please Knock on My Door,0.0
Middle-earth: Shadow of Mordor - Lord of the Hunt,3.5
Grand Theft Auto Online: Heists,4.1
Grand Theft Auto Online,3.9
King of Wushu,0.0
Total War: Rome II - Wrath of Sparta,3.8
Crusader Kings II: Way of Life,4.2
The Dark Eye: Skilltree Saga,3.1
The Survivor: Rusty Forest,2.1
Peggle Blast,3.3
Amazing Ninja,4.0
Sneaky Sneaky,3.5
Risk of Rain,4.0
BasketBelle,1.0
Braveland Wizard,3.8
Танковый биатлон,1.7
Warmachine: Tactics,3.5
Pride of Taern,1.9
TxK,3.0
Game of Thrones: Ascent,2.0
Sons of Anarchy: The Prospect,0.5
ADR1FT,3.0
Distance,3.7
The Banner Saga 2,4.3
GRAV,2.6
MotoGP 14 Compact,2.5
Dark Souls II: Scholar of the First Sin,4.0
The Book of Unwritten Tales 2,4.1
RIDE,3.1
Rocket League,4.0
Total War Battles: Kingdom,3.0
Tearaway Unfolded,4.1
What Remains of Edith Finch,4.3
Secret Ponchos,4.3
Shovel Knight,4.2
Just Cause 3,3.5
Tacoma,3.3
Drawn to Death,1.3
Street Fighter V,3.6
Wattam,2.7
Darkest Dungeon,4.1
Skytorn,4.0
Severed,3.6
Joe Dever's Lone Wolf HD Remastered,4.3
Joe Dever's Lone Wolf: Blood on the Snow,0.0
How to Survive: Storm Warning Edition,3.8
Orcs Must Die! Unchained,3.8
Assassin's Creed: Syndicate,3.4
Звездный Воитель,0.0
Call of Duty: Heroes,2.2
Run Sackboy! Run!,2.8
Bruce Lee: Enter the Game,0.0
Earn to Die 2,3.4
The Witcher Adventure Game,3.5
Death Skid Marks,4.0
Dreamfall Chapters Book Two: Rebels,4.1
The Old City: Leviathan,3.9
Contract Killer: Sniper,2.8
Titanfall: IMC Rising,3.8
A Few Days Left,1.0
Framed (1994),2.2
Block N Load,3.3
The Blue Flamingo,0.0
Bladestorm: Nightmare,4.0
The Marvellous Miss Take,0.5
"Good Life, The (2012)",3.0
Brawlhalla,3.3
Rugby 15,5.0
Inside the Gear,3.5
SingStar: Ultimate Party,3.8
Rollers of the Realm,1.8
Adventure Time: The Secret of the Nameless Kingdom,1.4
Gunship X,0.0
Goat MMO Simulator,3.3
Maria the Witch,4.0
Metal Skies,3.0
Massive Chalice,4.0
Sonic Boom: Rise of Lyric,1.6
Sonic Boom: Shattered Crystal,1.7
Digimon All-Star Rumble,4.3
Space Hulk: Ascension,3.8
Fantasy Hero: Unsigned Legacy,3.5
Monzo,0.0
The Silent Age,3.6
Red Riding Hood and the Restless Wolves,0.0
SAS: Zombie Assault 4,4.4
Zombie Highway 2,2.0
Zombie Highway,1.5
Angry Birds Transformers,3.1
Crowntakers,3.8
Emergency 5,3.2
Final Fantasy XIV: Heavensward,4.5
Kairo,3.7
Why So Evil,1.5
Five Nights at Freddy's 2,3.5
Five Nights at Freddy's,3.4
The Sailor’s Dream,4.5
Audio Defence: Zombie Arena,5.0
The Detail,3.2
Yellow House,4.1
Retro City Rampage: DX,4.0
The Hungry Horde,3.8
Project Nimbus,0.0
Mordheim: City of the Damned,4.0
Blast Em!,2.0
Star Wars: Galactic Defense,2.4
Bio Inc. - Biomedical Plague,2.6
Dragon Warlords,2.8
Star Wars Battlefront,3.6
Overwatch,4.0
Contra Force,4.1
Ultimate Mortal Kombat 3,4.5
Geometry Wars 3: Dimensions,3.4
Shape Up,0.0
Randal's Monday,3.7
Rabbids Invasion,3.5
I Am Bread,3.6
Football Manager 2015,4.0
Deathtrap,3.7
Storm Casters,3.5
Resident Evil,4.4
Haunted House: Cryptic Graves,2.3
Shadow Realms,0.0
Gang Beasts,3.7
Halo: Spartan Strike,3.5
Assassin's Creed Chronicles: China,3.4
Astro Lords: Oort Cloud,5.0
Toybox Turbos,4.1
DeadCore,3.7
Hatred,2.8
The Flame In The Flood,3.5
Reckless Racing 3,2.2
Reckless Racing 2,3.0
Reckless Racing,2.5
Life is Strange,4.2
Counter-Strike Nexon: Zombies,2.3
Assassin's Creed Identity,2.4
Chernobyl Underground,0.5
Costume Quest 2,3.2
Space Rogue (2015),3.4
Iron Desert,3.4
Falling Skies: The Game,2.0
Steam Marines,3.0
The Mirror Lied,3.9
Gravity Rush: Military,3.5
Gravity Rush,4.0
Escape Plan,3.5
ScreamRide,4.3
Triad Wars,0.0
The Legend of Korra,3.6
Fantasia: Music Evolved,0.0
Shoot the Moon,5.0
Spymaster,0.0
Total War: Attila,4.2
Chariot,4.5
WWE 2K15,3.8
Reprisal Universe,2.5
Boson X,3.3
D4: Dark Dreams Don't Die,4.2
Samurai Warriors 4,4.3
Frozen Synapse: Prime,3.0
Fantasy Life,3.5
Lords of Xulima,3.8
Super Meat Boy Forever,3.6
Watch Dogs: Bad Blood,3.7
Pillars of Eternity,4.2
Firewatch,4.2
Lucius II,2.0
Toxikk,3.8
In Space We Brawl,0.0
Company of Heroes 2: Ardennes Assault,3.5
Trials Fusion: Riders of the Rustlands,3.8
Saints Row IV: Re-Elected &amp; Gat Out of Hell,3.3
Resident Evil: Revelations 2,4.0
NBA Live 15,5.0
Alone in the Dark: Illumination,1.3
Teenage Mutant Ninja Turtles,2.5
Roundabout,3.0
Dance Central: Spotlight,4.6
Sword Art Online: Infinity Moment,3.7
Sword Art Online: Hollow Fragment,4.1
Age of Empires: Castle Siege,3.5
Farming Simulator 15,4.0
inFamous: First Light,3.7
The Expendabros,3.8
A Bird Story,3.7
Farm Frenzy 4,4.0
Fight The Dragon,3.5
Dungeons: The Eye of Draconus,4.5
NBA 2K15,4.3
Might &amp; Magic: Heroes VII,3.1
Frozen State,3.3
Victory At Sea,4.3
Nekro,0.0
Subject 9,2.0
Heroes of a Broken Land,3.7
War Agent,4.3
Supernauts,0.0
Mitsurugi Kamui Hikae,3.3
Sanctum 2: Road to Elysion,3.7
Strike Suit Infinity,3.3
Supreme Ruler 1936,2.8
Wrack,3.3
ZAMB! Biomutant Extermination,0.0
Ancient Space,5.0
S.T.A.L.K.E.R.: Lost Alpha,3.9
The Stomping Land,0.0
Robocraft,3.8
Go Home Dinosaurs!,4.5
Half Minute Hero: The Second Coming,3.0
Desktop Dungeons: Goatperson,3.5
Desktop Dungeons,3.9
Diehard Dungeon,4.0
Disciples 3: Reincarnation,3.5
Dust: An Elysian Tail,4.3
Fractured Soul,3.0
Gravity Badgers,2.9
Hellblade: Senua's Sacrifice,4.1
Northmark: Hour of the Wolf,3.9
Blackguards 2,3.7
Toy Soldiers: War Chest,3.6
The Tomorrow Children,3.3
Pneuma: Breath of Life,3.5
Alienation,3.7
Dead Effect,3.3
Dementium II,3.2
Dementium: The Ward,3.9
Construction Simulator 2014,4.3
Chaos Domain,4.0
Cube World,3.0
BeatBlasters III,0.0
N.E.R.O.: Nothing Ever Remains Obscure,2.4
JUJU,4.3
The Legend of Heroes: Sen no Kiseki II,2.3
The Legend of Heroes: Trails in the Sky,4.3
Deadman's Cross,0.5
Monsters Ate My Birthday Cake,4.5
Assassin's Creed Rogue,3.8
Toren,3.1
Titanfall: Frontier's Edge,3.8
F1 2014,3.6
The Blackwell: Legacy,3.6
Red Johnson's Chronicles: One Against All,1.5
Red Johnson's Chronicles,0.0
daWindci Deluxe,3.5
daWindci,0.0
Z Hunter - War of The Dead,2.6
Modern Combat 5: Blackout,3.5
Bladelords - fighting revolution,3.5
CastleStorm: Free to Siege,3.5
Madden NFL 15,4.5
Cloud Chamber,3.8
MIND: Path to Thalamus,3.5
Halfway,3.7
Point Perfect,3.4
Unturned,3.2
Dungeon Defenders Eternity,4.3
Velvet Sundown,3.0
Firefly Online,5.0
King's League: Odyssey,3.6
Dark Souls II: Crown of the Sunken King,4.0
Dark Souls II: Crown of the Old Iron King,4.1
Dark Souls II: Crown of the Ivory King,4.1
CounterSpy,3.7
Frontline Commando 2,3.4
Frontline Commando,5.0
Sunset,3.3
Gigantic,3.1
Boom Beach,3.1
Go Go Ghost,3.0
Sonic Jump Fever,2.9
Oscura Second Shadow,0.0
Sky Force 2014,3.5
Battlefield 4: Final Stand,3.8
Battlefield 4: Dragon's Teeth,3.9
European Ship Simulator,4.0
4PM,2.1
Imagine Earth,3.0
The Binding of Isaac: The Wrath of the Lamb,4.4
The Binding of Isaac: Rebirth,4.5
Tekken 7,4.0
Hellraid: The Escape,3.8
King's Bounty: Темная Сторона,3.6
Battleborn,3.1
Guns Up!,3.8
Gran Turismo 7,4.0
Escape Dead Island,3.1
The Witcher: Battle Arena,3.2
Unrest,3.0
The Escapists,3.6
"Over 9,000 Zombies!",3.8
The House,2.3
Wayward Souls,4.3
Instantion,3.5
EPOCH.2,4.5
EPOCH,3.6
Pro Evolution Soccer 2015,3.7
Red Goddess,0.0
Sid Meier's Civilization: Revolution 2,3.0
Sid Meier's Civilization: Revolution,4.0
Farming Simulator 14,3.6
Kingdoms Age,0.0
Zombie Driver: Ultimate Edition,4.2
Zombie Driver: Summer of Slaughter,2.9
Resogun: Heroes,3.9
Resogun,3.9
Pavilion,3.0
Godfire: Rise of Prometheus,3.0
Dynasty Warriors 8: Xtreme Legends,4.0
Citizens of Earth,0.0
Vane,2.5
The Talos Principle,4.4
ABZÛ,3.8
Payday 2: Crimewave Edition,3.5
Payday 2: Big Bank Heist,4.1
Crimsonland,4.2
Battleheart,3.4
Folt,0.0
War Robots,2.9
(R)evolve,2.6
Battleheart Legacy,3.6
Rival Knights,3.1
Astebreed,4.1
Dead Rising 3: Super Ultra Arcade Remix Hyper Edition EX,3.9
The Assembly,2.5
Lara Croft and the Temple of Osiris,3.6
Killzone: Shadow Fall - Intercept,3.4
Just Dance 2015,3.3
Inside,4.3
Phantom Dust,3.4
Tom Clancy's Rainbow Six: Siege,4.2
NHL 15,4.3
Entwined,3.8
Crack Down,3.5
Crackdown 2,3.7
Crackdown,3.6
Let It Die,3.0
1001 Spikes,3.1
FIFA 15,3.9
Halo: The Master Chief Collection,4.5
Forza Horizon 2,4.3
Magicka 2,3.9
Ori and The Blind Forest,4.5
Rise of the Tomb Raider,3.9
Dead Island 2,3.6
LittleBigPlanet 3,3.7
Bloodborne,4.6
Zen Pinball,0.0
ZEN Pinball 2: The Walking Dead,3.4
ZEN Pinball 2: Star Wars Pinball,3.3
ZEN Pinball 2: Marvel Pinball - Civil War,0.0
ZEN Pinball 2: Fantastic Four,0.0
ZEN Pinball 2: Plants vs. Zombies,3.8
ZEN Pinball 2,2.0
Pinball FX 2,3.0
Night In The Woods,4.3
Munin,2.9
Tetris Ultimate,3.5
TwoDots,3.7
OTTTD,3.4
Tappy Chicken,0.0
The Uncanny X-Men: Days of Future Past,0.0
Bill Killem,4.0
State of Decay: Lifeline,3.9
State of Decay: Breakdown,3.6
Homefront: The Revolution,2.9
Mortal Kombat X,4.0
Hunt: Showdown,3.9
Total War: Rome II - Pirates and Raiders,4.3
Fenix Rage,4.0
Aaru’s Awakening,3.1
EA Sports UFC,3.9
Ratchet &amp; Clank: Into the Nexus,4.2
Frontline: Road to Moscow,3.0
Warhammer 40.000: Dawn of War III,3.0
"Warhammer 40,000: Carnage",2.3
Sunless Sea,3.8
Shiness,0.0
Skyhill,3.4
Rebuild: Gangs of Deadsville,3.5
Mr. Fiskers,3.0
inSynch,0.0
Echoes of Eridu,3.0
Bravada,3.3
Halo 5: Guardians,3.8
Battlefield Hardline,3.2
Tribal Wars 2,0.0
Tribal Wars,3.0
SQUIDS Odyssey,3.5
Squids Wild West,0.0
Squids,0.0
Spintires,4.0
White Noise Online,2.5
White Noise,0.0
